epoch,lr-AdamW/non-decayable,lr-AdamW/normal,n_learnable_parameters,n_parameters,scale/many-body/C,step,test/test/energy_mae,test/test/energy_rmse,test/test/forces_mae,test/test/forces_rmse,test/test/forces_rmse_batchwise,test/test/per_atom_energy_mae,test/test/per_atom_energy_rmse,test/train/energy_mae,test/train/energy_rmse,test/train/forces_mae,test/train/forces_rmse,test/train/forces_rmse_batchwise,test/train/per_atom_energy_mae,test/train/per_atom_energy_rmse,test/valid/energy_mae,test/valid/energy_rmse,test/valid/forces_mae,test/valid/forces_rmse,test/valid/forces_rmse_batchwise,test/valid/per_atom_energy_mae,test/valid/per_atom_energy_rmse,timer/its_per_s/train,timer/its_per_s/valid,timer/step_duration_ms/train,timer/step_duration_ms/valid,train/loss/forces_rmse_batchwise_weighted,train/loss/per_atom_energy_rmse_batchwise_weighted,train/loss/total,train/metrics/forces_rmse_batchwise,train/metrics/per_atom_energy_rmse_batchwise,valid/loss/forces_rmse_batchwise_weighted,valid/loss/per_atom_energy_rmse_batchwise_weighted,valid/loss/total,valid/metrics/energy_mae,valid/metrics/energy_rmse,valid/metrics/forces_mae,valid/metrics/forces_rmse,valid/metrics/forces_rmse_batchwise,valid/metrics/per_atom_energy_mae,valid/metrics/per_atom_energy_rmse,valid/metrics/per_atom_energy_rmse_batchwise
,,,,,2.42856502532959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,503,,,,,,,,,,,,,,,,,,,,,,,54.999168395996094,,19.0,,,,,,0.5035275220870972,0.07341030240058899,0.5769378542900085,12.2568359375,14.836359024047852,0.3844735026359558,0.5038915276527405,0.5035275220870972,0.06128297001123428,0.07418104261159897,0.07341030240058899
,0.01,0.01,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.428697347640991,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,531,,,,,,,,,,,,,,,,,,,,,,,54.4039306640625,,19.25,,,,,,0.48973479866981506,0.11943917721509933,0.6091739535331726,21.500795364379883,24.03917694091797,0.37647566199302673,0.490146666765213,0.48973479866981506,0.10750523209571838,0.12019643932580948,0.11943917721509933
,0.01,0.01,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,549,,,,,,,,,,,,,,,,,,,,,,33.33333206176758,,30.0,,0.4788241982460022,0.07745441049337387,0.5562785863876343,0.4788241982460022,0.07745441049337387,,,,,,,,,,,
,,,,,2.429751396179199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,559,,,,,,,,,,,,,,,,,,,,,,,54.4039306640625,,19.25,,,,,,0.4883113205432892,0.0982275977730751,0.5865389108657837,16.701642990112305,19.863603591918945,0.37419000267982483,0.4887503683567047,0.4883113205432892,0.08350881189107895,0.09931816905736923,0.0982275977730751
,0.01,0.01,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.431171178817749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,56.60173034667969,,18.75,,,,,,0.49795547127723694,0.05367066338658333,0.5516260862350464,8.70594596862793,11.123260498046875,0.3794803321361542,0.49841758608818054,0.49795547127723694,0.043531063944101334,0.055616606026887894,0.05367066338658333
,0.01,0.01,,,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,599,,,,,,,,,,,,,,,,,,,,,,31.25,,32.0,,0.4967620372772217,0.0781005248427391,0.574862539768219,0.4967620372772217,0.0781005248427391,,,,,,,,,,,
,,,,,2.433058738708496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,53.030303955078125,,19.5,,,,,,0.48812422156333923,0.11455263942480087,0.6026768684387207,20.927915573120117,23.1414737701416,0.3726873993873596,0.4885615408420563,0.48812422156333923,0.10463884472846985,0.1157069131731987,0.11455263942480087
,0.01,0.01,,,,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.432753562927246,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,643,,,,,,,,,,,,,,,,,,,,,,,53.8628044128418,,19.5,,,,,,0.4765157401561737,0.08543267101049423,0.5619484782218933,14.628218650817871,17.310216903686523,0.36541926860809326,0.4769124388694763,0.4765157401561737,0.0731421560049057,0.08655158430337906,0.08543267101049423
,0.01,0.01,,,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,649,,,,,,,,,,,,,,,,,,,,,,29.41176414489746,,34.0,,0.46945688128471375,0.044773250818252563,0.5142301321029663,0.46945688128471375,0.044773250818252563,,,,,,,,,,,
,,,,,2.433474540710449,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,671,,,,,,,,,,,,,,,,,,,,,,,54.999168395996094,,19.0,,,,,,0.4813137948513031,0.08200767636299133,0.5633214712142944,14.48025131225586,16.503250122070312,0.3693038523197174,0.4817044138908386,0.4813137948513031,0.07240238785743713,0.08251779526472092,0.08200767636299133
